"Titulo";"DataReferencia";"CodigoSELIC";"DataBaseEmissao";"DataVencimento";"TxCompra";"TxVenda";"TxIndicativas";"PU";"Desviopadrao";"IntervIndInfD0";"IntervIndSupD0";"IntervIndInfD1";"IntervIndSupD1";"Criterio"
"LTN";20170720;100000;20150703;20171001;"9,0519";"9,0427";"9,0455";"982,627486";"2,02828994820455E-03";"8,829";"9,3123";"8,7933";"9,2743";"Calculado"
"LTN";20170720;100000;20140110;20180101;"8,4858";"8,465";"8,475";"964,490444";"4,0470056813141E-15";"8,2358";"8,8138";"8,1619";"8,7385";"Calculado"
"LTN";20170720;100000;20160108;20180401;"8,32";"8,31";"8,315";"946,642499";"1,41855999329991E-14";"8,0584";"8,7231";"7,9739";"8,6376";"Calculado"
"LTN";20170720;100000;20140704;20180701;"8,234";"8,2238";"8,23";"928,609549";"5,76326261845717E-16";"7,941";"8,6442";"7,8712";"8,5741";"Calculado"
"LTN";20170720;100000;20160708;20181001;"8,29";"8,2823";"8,2858";"909,585317";"1,57391485703906E-03";"7,996";"8,7156";"7,9168";"8,6356";"Calculado"
"LTN";20170720;100000;20150109;20190101;"8,323";"8,31";"8,3171";"891,574111";"2,66883592324185E-03";"8,0255";"8,7969";"7,9434";"8,714";"Calculado"
"LTN";20170720;100000;20170106;20190401;"8,4663";"8,4572";"8,4607";"872,55488";"1,18516470780061E-03";"8,1764";"8,9917";"8,0859";"8,9006";"Calculado"
"LTN";20170720;100000;20150703;20190701;"8,6047";"8,5925";"8,6003";"853,1777";"6,03590995581493E-03";"8,302";"9,1614";"8,2184";"9,0769";"Calculado"
"LTN";20170720;100000;20170707;20191001;"8,82";"8,8115";"8,8161";"831,323623";"1,84865108187301E-03";"8,4877";"9,3737";"8,441";"9,3265";"Calculado"
"LTN";20170720;100000;20160108;20200101;"8,9161";"8,9058";"8,911";"811,946263";"1,84259923957217E-03";"8,584";"9,4978";"8,5348";"9,4483";"Calculado"
"LTN";20170720;100000;20160708;20200701;"9,2327";"9,2237";"9,2275";"772,22173";"2,85311256748593E-03";"8,8409";"9,8428";"8,802";"9,8032";"Calculado"
"LTN";20170720;100000;20170707;20210701;"9,6881";"9,6811";"9,6829";"695,77793";"3,0042325318487E-03";"9,2158";"10,3077";"9,2079";"10,2996";"Calculado"
"NTN-C";20170720;770100;20000701;20210401;"--";"--";"4,9119";"3705,841122";"7,43000710920705E-03";"3,7948";"6,3122";"3,7058";"6,2522";"Calculado"
"NTN-C";20170720;770100;20000701;20310101;"--";"--";"5,2361";"5738,200414";"1,94032070659579E-02";"4,0695";"6,6211";"4,02";"6,6018";"Calculado"
"LFT";20170720;210100;20000701;20170907;"--";"--";"0";"8968,596107";"0";"-0,008";"0,0104";"-0,008";"0,0104";"Calculado"
"LFT";20170720;210100;20000701;20180301;"--";"--";"0,0031";"8968,425703";"1,89305097712367E-04";"-0,0092";"0,0136";"-0,0094";"0,0135";"Calculado"
"LFT";20170720;210100;20000701;20180901;"--";"--";"0,0027";"8968,31808";"1,77698014866449E-04";"-0,0051";"0,0136";"-0,0053";"0,0135";"Calculado"
"LFT";20170720;210100;20000701;20190301;"--";"--";"0,0055";"8967,797901";"1,47173121487952E-04";"-0,0033";"0,0159";"-0,0034";"0,0156";"Calculado"
"LFT";20170720;210100;20000701;20200301;"--";"--";"0,0102";"8966,21046";"3,18121486599502E-04";"0,0007";"0,0195";"0,0006";"0,0193";"Calculado"
"LFT";20170720;210100;20000701;20200901;"--";"--";"0,0114";"8965,421223";"2,7809508023769E-04";"0,0013";"0,0215";"0,0011";"0,0215";"Calculado"
"LFT";20170720;210100;20000701;20210301;"--";"--";"0,013";"8964,407772";"1,04260372712527E-04";"0,004";"0,0206";"0,0042";"0,0202";"Calculado"
"LFT";20170720;210100;20000701;20210901;"--";"--";"0,013";"8963,815845";"1,23787060250402E-04";"0,0052";"0,0207";"0,0055";"0,0202";"Calculado"
"LFT";20170720;210100;20000701;20220301;"--";"--";"0,0133";"8963,116294";"2,31896599054993E-04";"0,005";"0,0215";"0,005";"0,0213";"Calculado"
"LFT";20170720;210100;20000701;20220901;"--";"--";"0,0129";"8962,69477";"1,26088411245076E-04";"0,005";"0,0212";"0,0052";"0,0208";"Calculado"
"LFT";20170720;210100;20000701;20230301;"--";"--";"0,0128";"8962,18356";"1,58788918401487E-04";"0,0046";"0,0207";"0,0046";"0,0205";"Calculado"
"LFT";20170720;210100;20000701;20230901;"--";"--";"0,0128";"8961,600602";"2,43516807401565E-04";"0,0042";"0,0199";"0,0039";"0,0199";"Calculado"
"NTN-B";20170720;760199;20000715;20180815;"4,1368";"4,11";"4,125";"3127,152877";"6,23609564462339E-03";"3,7622";"4,7078";"3,5942";"4,5404";"Calculado"
"NTN-B";20170720;760199;20000715;20190515;"4,1371";"4,11";"4,12";"3123,27917";"0";"3,8224";"4,6308";"3,6949";"4,504";"Calculado"
"NTN-B";20170720;760199;20000715;20200815;"4,6501";"4,6278";"4,63";"3184,23766";"1,81627995539751E-15";"4,4212";"5,0901";"4,3109";"4,9799";"Calculado"
"NTN-B";20170720;760199;20000715;20210515;"4,9221";"4,894";"4,9";"3138,872785";"1,81627995539751E-15";"4,6758";"5,3347";"4,5954";"5,2546";"Calculado"
"NTN-B";20170720;760199;20000715;20220815;"5,0904";"5,0658";"5,0719";"3192,353285";"3,68663394457183E-03";"4,8286";"5,4744";"4,7805";"5,4262";"Calculado"
"NTN-B";20170720;760100;20000715;20230315;"--";"--";"5,1362";"3180,723185";"7,82747912462034E-03";"4,867";"5,5074";"4,848";"5,4883";"Calculado"
"NTN-B";20170720;760199;20000715;20230515;"5,15";"5,1295";"5,1377";"3155,041169";"6,20860677040824E-03";"4,8705";"5,509";"4,8508";"5,4892";"Calculado"
"NTN-B";20170720;760199;20000715;20240815;"5,1215";"5,0957";"5,1072";"3226,614932";"5,10360637486446E-03";"4,8552";"5,4771";"4,831";"5,4527";"Calculado"
"NTN-B";20170720;760199;20000715;20260815;"5,218";"5,1947";"5,2";"3240,451309";"1,81627995539751E-15";"4,9381";"5,5462";"4,9281";"5,5361";"Calculado"
"NTN-B";20170720;760199;20000715;20300815;"5,294";"5,2407";"5,2747";"3274,21602";"7,72702378356167E-03";"5,009";"5,6224";"4,9938";"5,607";"Calculado"
"NTN-B";20170720;760199;20000715;20350515;"5,308";"5,2776";"5,2901";"3270,746448";"7,38894856163978E-03";"5,0155";"5,6332";"5,0027";"5,6201";"Calculado"
"NTN-B";20170720;760199;20000715;20400815;"5,3106";"5,2616";"5,29";"3352,501414";"9,17306727455842E-16";"5,0216";"5,6414";"4,9986";"5,6182";"Calculado"
"NTN-B";20170720;760199;20000715;20450515;"5,4146";"5,3802";"5,4";"3286,211338";"1,820224107611E-15";"5,1264";"5,7471";"5,1065";"5,727";"Calculado"
"NTN-B";20170720;760199;20000715;20500815;"5,3842";"5,35";"5,3633";"3366,706002";"6,19490494605343E-03";"5,0849";"5,706";"5,0683";"5,6892";"Calculado"
"NTN-B";20170720;760199;20000715;20550515;"5,3406";"5,2866";"5,31";"3364,634437";"9,11251831401531E-16";"5,0338";"5,6552";"5,0139";"5,6351";"Calculado"
"NTN-F";20170720;950199;20120106;20180101;"8,5343";"8,5105";"8,52";"1011,379663";"1,222572623781E-15";"8,2808";"8,8588";"8,2069";"8,7835";"Calculado"
"NTN-F";20170720;950199;20130104;20190101;"8,3179";"8,2647";"8,2972";"1027,745687";"6,06558171984242E-03";"8,0078";"8,7708";"7,9249";"8,6871";"Calculado"
"NTN-F";20170720;950199;20100205;20210101;"9,3276";"9,3165";"9,3205";"1024,884309";"1,32357517795008E-03";"8,8855";"9,9144";"8,8751";"9,9034";"Calculado"
"NTN-F";20170720;950199;20120309;20230101;"9,7777";"9,7669";"9,7737";"1015,641053";"3,14933855489201E-03";"9,3075";"10,3723";"9,3223";"10,3869";"Calculado"
"NTN-F";20170720;950199;20140110;20250101;"9,9381";"9,9213";"9,93";"1010,424214";"3,85104985921437E-15";"9,4458";"10,5475";"9,4403";"10,5415";"Calculado"
"NTN-F";20170720;950199;20160115;20270101;"10,0569";"10,0432";"10,05";"1004,266697";"3,33572940496039E-15";"9,5126";"10,6674";"9,5011";"10,6556";"Calculado"
